,Experiment,Model,Sample Size,SHAP Match %,Top Features
13542,Environment Liability,CatBoost,500,100.0,"Coverage Limit: 65234.0838, Incident History: 38971.8033, Industry Type: 21180.8674, Years of Operation: 14525.7910, Pollution Risk: 11998.6262, Company Size: 11504.6316, Regulatory Compliance: 6823.5190"
13543,Environment Liability,ExtraTrees,500,100.0,"Coverage Limit: 77549.5465, Incident History: 34390.3833, Years of Operation: 9166.5814, Pollution Risk: 8822.2499, Company Size: 8600.9460, Industry Type: 7592.2812, Regulatory Compliance: 6341.7621"
13544,Environment Liability,CatBoost,500,100.0,"Coverage Limit: 70429.2381, Incident History: 40887.4580, Industry Type: 21549.2146, Years of Operation: 14655.7132, Pollution Risk: 11448.3516, Regulatory Compliance: 10883.2938, Company Size: 8262.8541"
13545,Environment Liability,MLPRegressor,2000,57.14285714285714,"Coverage Limit: 114097.5284, Company Size: 193.8301, Regulatory Compliance: 1.6656, Years of Operation: 0.2104, Pollutants Handled: 0.1812, Geographic Location: 0.1340, Climate Change Risk: 0.1185"
13546,Environment Liability,MLPRegressor,2000,71.42857142857143,"Coverage Limit: 118668.1818, Company Size: 169.1057, Regulatory Compliance: 1.6342, Years of Operation: 0.2951, Pollutants Handled: 0.1667, Geographic Location: 0.1527, Industry Type: 0.1522"
13547,Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 66189.0210, Incident History: 38249.4872, Industry Type: 21316.0272, Years of Operation: 16654.9174, Pollution Risk: 9793.6788, Company Size: 8550.3873, Regulatory Compliance: 5466.2706"
13548,Environment Liability,Random Forest,2000,100.0,"Coverage Limit: 68131.3615, Incident History: 35918.6588, Industry Type: 24774.3073, Years of Operation: 17616.4982, Company Size: 10461.0348, Pollution Risk: 10061.9481, Regulatory Compliance: 6374.4387"
13549,Environment Liability,CatBoost,1000,100.0,"Coverage Limit: 70383.6647, Incident History: 39216.3160, Industry Type: 22761.2883, Years of Operation: 21227.4310, Pollution Risk: 16680.6150, Company Size: 9789.5036, Regulatory Compliance: 9665.4094"
13550,Environment Liability,XGBoost,1000,100.0,"Coverage Limit: 68630.5625, Incident History: 40049.9961, Industry Type: 22549.2480, Years of Operation: 19635.8086, Pollution Risk: 15767.7783, Company Size: 9754.9990, Regulatory Compliance: 9333.5742"
13551,Environment Liability,HistGradientBoosting,500,100.0,"Coverage Limit: 73619.5652, Incident History: 37137.6476, Years of Operation: 19028.1068, Industry Type: 17789.2706, Company Size: 15046.3608, Pollution Risk: 12327.2469, Regulatory Compliance: 9009.2671"
13552,Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 73823.9212, Incident History: 38468.2129, Years of Operation: 18321.0158, Industry Type: 17623.1012, Pollution Risk: 9954.7425, Company Size: 6615.6557, Regulatory Compliance: 6562.8812"
13553,Environment Liability,ExtraTrees,1000,100.0,"Coverage Limit: 69777.0235, Incident History: 36201.6761, Years of Operation: 18780.4768, Pollution Risk: 9502.8609, Industry Type: 7249.5363, Regulatory Compliance: 6378.6312, Company Size: 6098.7587"
13554,Environment Liability,Gradient Boosting,1000,100.0,"Coverage Limit: 73606.6808, Incident History: 44206.3560, Industry Type: 24038.6221, Years of Operation: 21294.5256, Pollution Risk: 16730.5700, Company Size: 11240.4714, Regulatory Compliance: 8861.3122"
13555,Environment Liability,HistGradientBoosting,2000,100.0,"Coverage Limit: 67207.1740, Incident History: 37948.2279, Industry Type: 22390.3342, Years of Operation: 19778.8343, Pollution Risk: 13644.9261, Company Size: 11542.0444, Regulatory Compliance: 11051.0207"
13556,Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 69739.3693, Incident History: 39425.0171, Industry Type: 22473.8664, Years of Operation: 14465.9315, Pollution Risk: 9374.0986, Company Size: 7987.8086, Regulatory Compliance: 5590.2476"
13557,Environment Liability,Gradient Boosting,100,100.0,"Coverage Limit: 60050.2695, Incident History: 51789.3210, Years of Operation: 17955.2590, Pollution Risk: 17817.7993, Industry Type: 15000.8836, Regulatory Compliance: 6090.7196, Company Size: 4618.4056"
13558,Environment Liability,HistGradientBoosting,2000,100.0,"Coverage Limit: 69269.4798, Incident History: 40651.9805, Industry Type: 21513.7965, Years of Operation: 20970.4949, Pollution Risk: 15157.8612, Company Size: 10850.6714, Regulatory Compliance: 9502.1173"
13559,Environment Liability,MLPRegressor,2000,71.42857142857143,"Coverage Limit: 113605.8545, Company Size: 154.4477, Regulatory Compliance: 1.6599, Years of Operation: 0.5281, Pollutants Handled: 0.1734, Geographic Location: 0.1608, Incident History: 0.1432"
13560,Environment Liability,Ridge,2000,100.0,"Coverage Limit: 55986.4588, Incident History: 41960.3234, Years of Operation: 20705.4219, Regulatory Compliance: 15639.9832, Company Size: 12975.6009, Pollution Risk: 12493.5514, Industry Type: 5944.8857"
13561,Environment Liability,XGBoost,1000,100.0,"Coverage Limit: 76755.2266, Incident History: 39838.4297, Industry Type: 22287.7480, Years of Operation: 17991.1484, Pollution Risk: 14058.2490, Company Size: 10963.8984, Regulatory Compliance: 9037.8135"
13562,Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 73730.5342, Incident History: 39228.5314, Industry Type: 24909.3591, Years of Operation: 12727.3159, Pollution Risk: 9689.4817, Company Size: 6806.5114, Regulatory Compliance: 6096.3571"
13563,Environment Liability,ElasticNet,500,100.0,"Coverage Limit: 63863.7351, Incident History: 40944.3483, Years of Operation: 19450.6033, Company Size: 18459.2092, Regulatory Compliance: 9804.7757, Pollution Risk: 5622.9077, Industry Type: 4774.0834"
13564,Environment Liability,ExtraTrees,500,100.0,"Coverage Limit: 68097.7890, Incident History: 37263.7066, Pollution Risk: 10990.7415, Years of Operation: 10504.8683, Company Size: 9904.1296, Regulatory Compliance: 6440.1988, Industry Type: 3589.2251"
13565,Environment Liability,ElasticNet,1000,100.0,"Coverage Limit: 64362.1357, Incident History: 43074.4588, Industry Type: 22052.6522, Years of Operation: 17483.0819, Regulatory Compliance: 13489.0766, Company Size: 12460.0540, Pollution Risk: 12368.0560"
13566,Environment Liability,Gradient Boosting,100,100.0,"Coverage Limit: 74429.7525, Incident History: 44697.1785, Years of Operation: 16277.6555, Pollution Risk: 14458.9505, Company Size: 9067.0465, Industry Type: 6688.0211, Regulatory Compliance: 6013.1190"
13567,Environment Liability,CatBoost,100,57.14285714285714,"Coverage Limit: 52426.9788, Incident History: 32938.4954, Years of Operation: 12901.7523, Pollution Risk: 11800.1342, Geographic Location: 9542.4578, Pollutants Handled: 6658.1744, Proximity to Sensitive Areas: 5978.6846"
13568,Environment Liability,HistGradientBoosting,100,100.0,"Coverage Limit: 60912.7752, Incident History: 38207.7120, Industry Type: 24507.9983, Company Size: 22696.8258, Regulatory Compliance: 12490.7157, Years of Operation: 9262.1117, Pollution Risk: 5954.7122"
13569,Environment Liability,ExtraTrees,500,100.0,"Coverage Limit: 67466.4474, Incident History: 43060.5427, Years of Operation: 13449.6868, Industry Type: 11104.6519, Company Size: 7268.5677, Pollution Risk: 6087.1187, Regulatory Compliance: 4813.7915"
13570,Environment Liability,ElasticNet,2000,100.0,"Coverage Limit: 67371.1231, Incident History: 41213.0106, Years of Operation: 19619.3694, Company Size: 17016.8872, Pollution Risk: 15563.9870, Regulatory Compliance: 10715.9438, Industry Type: 7897.7414"
13571,Environment Liability,Random Forest,100,100.0,"Coverage Limit: 58560.7705, Incident History: 34682.3144, Industry Type: 25022.4577, Pollution Risk: 11189.4769, Years of Operation: 10106.7098, Company Size: 9943.3699, Regulatory Compliance: 3892.3218"
13572,Environment Liability,ExtraTrees,1000,100.0,"Coverage Limit: 72668.6607, Incident History: 37521.5586, Years of Operation: 16379.4862, Industry Type: 7718.9623, Pollution Risk: 7307.4632, Company Size: 7009.5890, Regulatory Compliance: 6217.3325"
13573,Environment Liability,Gradient Boosting,2000,100.0,"Coverage Limit: 71357.8607, Incident History: 38262.2807, Industry Type: 22132.0301, Years of Operation: 19580.6893, Pollution Risk: 13443.1483, Regulatory Compliance: 12274.7993, Company Size: 10441.6898"
13574,Environment Liability,XGBoost,500,100.0,"Coverage Limit: 67728.8672, Incident History: 33719.2734, Years of Operation: 20572.3164, Industry Type: 18752.8184, Pollution Risk: 11022.5684, Regulatory Compliance: 11012.5449, Company Size: 8910.7754"
13575,Environment Liability,Gradient Boosting,500,100.0,"Coverage Limit: 63540.0954, Incident History: 39420.9288, Industry Type: 21484.8483, Years of Operation: 19163.9504, Company Size: 11639.7599, Pollution Risk: 9208.5210, Regulatory Compliance: 8179.1465"
13576,Environment Liability,Gradient Boosting,500,100.0,"Coverage Limit: 73203.8749, Incident History: 38949.0567, Industry Type: 20863.7271, Pollution Risk: 16015.7928, Years of Operation: 15213.1084, Company Size: 9211.3037, Regulatory Compliance: 7612.5603"
13577,Environment Liability,Gradient Boosting,2000,100.0,"Coverage Limit: 72701.2508, Incident History: 41114.5966, Industry Type: 23974.4152, Years of Operation: 22087.7195, Pollution Risk: 13221.1968, Company Size: 12956.4631, Regulatory Compliance: 8988.1021"
13578,Environment Liability,XGBoost,1000,100.0,"Coverage Limit: 65879.0703, Incident History: 37483.0625, Industry Type: 21730.5293, Years of Operation: 20293.2715, Pollution Risk: 12514.4746, Company Size: 9424.5146, Regulatory Compliance: 8910.2266"
13579,Environment Liability,ElasticNet,100,85.71428571428571,"Coverage Limit: 69493.5714, Years of Operation: 50789.3725, Incident History: 43670.8418, Pollution Risk: 20514.4341, Company Size: 18557.2685, Regulatory Compliance: 10873.0331, Pollutants Handled: 8643.9351"
13580,Environment Liability,XGBoost,1000,100.0,"Coverage Limit: 71398.6406, Incident History: 37000.0898, Industry Type: 21329.7480, Years of Operation: 18423.0742, Pollution Risk: 11442.1016, Regulatory Compliance: 10127.2422, Company Size: 9619.2109"
13581,Environment Liability,MLPRegressor,1000,71.42857142857143,"Coverage Limit: 95157.2244, Company Size: 261.9577, Regulatory Compliance: 2.3458, Years of Operation: 0.2804, Pollutants Handled: 0.1535, Industry Type: 0.1465, Geographic Location: 0.1053"
13582,Environment Liability,HistGradientBoosting,100,85.71428571428571,"Coverage Limit: 76129.8908, Incident History: 29807.9016, Company Size: 16575.1891, Regulatory Compliance: 14531.9800, Pollution Risk: 13298.2635, Pollutants Handled: 12350.0416, Years of Operation: 10749.0725"
13583,Environment Liability,MLPRegressor,2000,71.42857142857143,"Coverage Limit: 99704.8220, Company Size: 162.1689, Regulatory Compliance: 1.2969, Years of Operation: 0.6073, Pollutants Handled: 0.1813, Incident History: 0.1744, Geographic Location: 0.1442"
13584,Environment Liability,CatBoost,500,100.0,"Coverage Limit: 69999.0145, Incident History: 38287.5274, Years of Operation: 16280.3428, Industry Type: 16239.4605, Pollution Risk: 13832.3720, Regulatory Compliance: 11805.3927, Company Size: 7676.8105"
13585,Environment Liability,Ridge,1000,85.71428571428571,"Coverage Limit: 57185.5357, Incident History: 46387.5743, Company Size: 14904.3779, Pollution Risk: 14323.3572, Years of Operation: 14092.2021, Regulatory Compliance: 11768.8408, Pollutants Handled: 3511.2253"
13586,Environment Liability,ExtraTrees,100,57.14285714285714,"Coverage Limit: 65132.5308, Incident History: 25640.8160, Pollution Risk: 5824.2007, Climate Change Risk: 5654.5672, Pollutants Handled: 4933.5778, Years of Operation: 4726.2383, Proximity to Sensitive Areas: 4514.9137"
13587,Environment Liability,XGBoost,100,100.0,"Coverage Limit: 62933.4141, Incident History: 41596.7891, Industry Type: 20329.1660, Years of Operation: 15175.0723, Company Size: 8187.9585, Pollution Risk: 7503.0244, Regulatory Compliance: 6388.2231"
13588,Environment Liability,ExtraTrees,100,100.0,"Coverage Limit: 53581.7924, Incident History: 25160.9951, Regulatory Compliance: 7273.6218, Years of Operation: 6527.3138, Industry Type: 6422.3677, Company Size: 4706.2323, Pollution Risk: 3879.8164"
13589,Environment Liability,Random Forest,1000,100.0,"Coverage Limit: 69870.5139, Incident History: 38673.1073, Industry Type: 24180.3458, Years of Operation: 15212.1795, Pollution Risk: 8010.3219, Regulatory Compliance: 7105.6233, Company Size: 6207.3889"
13590,Environment Liability,MLPRegressor,500,71.42857142857143,"Coverage Limit: 100920.8877, Company Size: 304.3242, Regulatory Compliance: 2.3114, Years of Operation: 0.9468, Industry Type: 0.1611, Pollutants Handled: 0.1223, Geographic Location: 0.0883"
13591,Environment Liability,Ridge,100,85.71428571428571,"Coverage Limit: 90291.3892, Incident History: 32653.1403, Company Size: 24220.0096, Regulatory Compliance: 21526.3799, Climate Change Risk: 20262.3629, Years of Operation: 17422.9805, Industry Type: 13339.5236"
13592,Environment Liability,HistGradientBoosting,1000,100.0,"Coverage Limit: 72136.4197, Incident History: 37734.9643, Years of Operation: 19266.0944, Industry Type: 19143.9463, Pollution Risk: 17543.8728, Company Size: 11826.6336, Regulatory Compliance: 9638.8956"
13593,Environment Liability,CatBoost,2000,100.0,"Coverage Limit: 70921.7701, Incident History: 41211.2375, Industry Type: 20651.3002, Years of Operation: 19687.8570, Pollution Risk: 14562.5406, Company Size: 10922.1592, Regulatory Compliance: 9747.9135"
13594,Environment Liability,MLPRegressor,100,100.0,"Coverage Limit: 1103.6383, Company Size: 403.8656, Regulatory Compliance: 2.9940, Years of Operation: 1.6566, Industry Type: 0.2084, Pollution Risk: 0.1823, Incident History: 0.1684"
13595,Environment Liability,Gradient Boosting,500,100.0,"Coverage Limit: 72972.6270, Incident History: 41099.5563, Industry Type: 25609.8981, Years of Operation: 19674.4609, Pollution Risk: 11891.5554, Regulatory Compliance: 9084.0067, Company Size: 8950.5279"
13596,Environment Liability,Random Forest,2000,100.0,"Coverage Limit: 73899.0667, Incident History: 41307.2659, Years of Operation: 17765.5562, Company Size: 10849.5265, Regulatory Compliance: 8997.3476, Pollution Risk: 8469.4770, Industry Type: 6080.5114"
13597,Environment Liability,Ridge,100,71.42857142857143,"Coverage Limit: 65577.4612, Incident History: 46086.2153, Years of Operation: 21658.2508, Pollution Risk: 20952.9404, Regulatory Compliance: 18348.2637, Pollutants Handled: 11242.2688, Proximity to Sensitive Areas: 7431.9929"
13598,Environment Liability,Ridge,2000,100.0,"Coverage Limit: 70269.5783, Incident History: 42507.5278, Years of Operation: 19377.5558, Pollution Risk: 18932.8530, Company Size: 17537.1029, Regulatory Compliance: 12304.0222, Industry Type: 2046.1324"
13599,Environment Liability,ElasticNet,1000,100.0,"Coverage Limit: 67386.9907, Incident History: 34861.3384, Years of Operation: 14808.8861, Pollution Risk: 14570.1669, Company Size: 13859.9196, Regulatory Compliance: 11557.8927, Industry Type: 4229.1673"
13600,Environment Liability,CatBoost,1000,100.0,"Coverage Limit: 69860.8604, Incident History: 40319.9636, Industry Type: 22590.6957, Years of Operation: 20430.0797, Pollution Risk: 13708.1304, Company Size: 12094.4281, Regulatory Compliance: 10440.9162"
13601,Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 74594.2126, Incident History: 43909.2051, Years of Operation: 17819.3137, Industry Type: 10824.9041, Pollution Risk: 9412.1942, Company Size: 8675.3913, Regulatory Compliance: 6761.7514"
13602,Environment Liability,MLPRegressor,1000,71.42857142857143,"Coverage Limit: 108784.3895, Company Size: 224.0789, Regulatory Compliance: 2.0032, Years of Operation: 0.3290, Pollutants Handled: 0.1538, Industry Type: 0.1314, Geographic Location: 0.1182"
13603,Environment Liability,CatBoost,100,100.0,"Coverage Limit: 49377.6091, Incident History: 44076.1352, Regulatory Compliance: 10882.6215, Pollution Risk: 8783.8985, Years of Operation: 7499.5219, Industry Type: 6190.5871, Company Size: 3845.1562"
13604,Environment Liability,CatBoost,1000,100.0,"Coverage Limit: 68819.5286, Incident History: 39233.4645, Industry Type: 23101.5866, Years of Operation: 21265.4250, Pollution Risk: 12566.1731, Regulatory Compliance: 10902.8580, Company Size: 9266.9285"
13605,Environment Liability,MLPRegressor,2000,85.71428571428571,"Coverage Limit: 104894.1021, Company Size: 330.8553, Years of Operation: 6.5154, Regulatory Compliance: 2.5621, Incident History: 0.8500, Pollution Risk: 0.5539, Pollutants Handled: 0.4095"
13606,Environment Liability,Ridge,2000,100.0,"Coverage Limit: 62268.6461, Incident History: 40869.8637, Years of Operation: 20559.2780, Pollution Risk: 16625.9782, Industry Type: 16603.4709, Regulatory Compliance: 13682.5150, Company Size: 12035.7445"
13607,Environment Liability,Gradient Boosting,2000,100.0,"Coverage Limit: 71131.3875, Incident History: 42169.5602, Industry Type: 26078.4494, Years of Operation: 21325.7355, Pollution Risk: 14015.5408, Company Size: 12868.4199, Regulatory Compliance: 9287.9072"
13608,Environment Liability,Ridge,2000,85.71428571428571,"Coverage Limit: 68032.8233, Incident History: 46597.1342, Years of Operation: 19181.0321, Company Size: 15598.0644, Pollution Risk: 12025.0754, Regulatory Compliance: 11392.9669, Geographic Location: 4230.1215"
13609,Environment Liability,MLPRegressor,2000,85.71428571428571,"Coverage Limit: 89536.8139, Company Size: 299.4192, Years of Operation: 5.2308, Regulatory Compliance: 2.0059, Incident History: 0.7767, Pollution Risk: 0.4739, Pollutants Handled: 0.3337"
13610,Environment Liability,Gradient Boosting,1000,100.0,"Coverage Limit: 68552.6498, Incident History: 37832.5794, Years of Operation: 21924.6552, Industry Type: 21558.8563, Pollution Risk: 12248.3681, Regulatory Compliance: 10161.3930, Company Size: 9581.7846"
13611,Environment Liability,XGBoost,1000,100.0,"Coverage Limit: 75846.8125, Incident History: 41324.2344, Years of Operation: 23084.8047, Industry Type: 20398.1582, Pollution Risk: 11095.1133, Company Size: 11036.8877, Regulatory Compliance: 7910.8745"
13612,Environment Liability,Random Forest,100,100.0,"Coverage Limit: 59473.5690, Incident History: 29021.8211, Years of Operation: 17567.2451, Pollution Risk: 5001.1634, Company Size: 4358.1519, Industry Type: 4283.6632, Regulatory Compliance: 2139.3888"
13613,Environment Liability,Random Forest,500,100.0,"Coverage Limit: 71836.2696, Incident History: 37774.4117, Years of Operation: 13012.6665, Company Size: 10226.8008, Regulatory Compliance: 10040.3391, Industry Type: 6845.4037, Pollution Risk: 5114.4607"
13614,Environment Liability,Random Forest,2000,100.0,"Coverage Limit: 69594.6847, Incident History: 39206.5288, Years of Operation: 19308.9135, Pollution Risk: 14129.8993, Company Size: 11120.6483, Regulatory Compliance: 8358.9603, Industry Type: 6416.2526"
13615,Environment Liability,Random Forest,1000,100.0,"Coverage Limit: 70958.9866, Incident History: 45127.9551, Industry Type: 19867.9595, Years of Operation: 13322.0894, Pollution Risk: 12114.5137, Company Size: 10514.0595, Regulatory Compliance: 6863.3112"
13616,Environment Liability,ElasticNet,100,100.0,"Coverage Limit: 61321.7936, Incident History: 35378.3218, Pollution Risk: 20495.7077, Company Size: 16256.5018, Years of Operation: 14011.3434, Industry Type: 12264.0032, Regulatory Compliance: 9919.8432"
13617,Environment Liability,HistGradientBoosting,500,100.0,"Coverage Limit: 77992.7575, Incident History: 44342.1630, Industry Type: 25561.7377, Pollution Risk: 15113.1379, Years of Operation: 14753.3724, Company Size: 10582.7684, Regulatory Compliance: 9333.3546"
13618,Environment Liability,CatBoost,100,85.71428571428571,"Coverage Limit: 50714.7235, Incident History: 29219.2672, Years of Operation: 14081.6744, Pollution Risk: 14012.3525, Industry Type: 9171.5184, Geographic Location: 7346.1540, Company Size: 4156.6419"
13619,Environment Liability,ExtraTrees,1000,100.0,"Coverage Limit: 72385.9254, Incident History: 39210.1832, Industry Type: 17394.0067, Years of Operation: 15550.1890, Pollution Risk: 8812.0242, Company Size: 5165.7108, Regulatory Compliance: 4756.0353"
13620,Environment Liability,MLPRegressor,2000,71.42857142857143,"Coverage Limit: 94445.7364, Company Size: 48.6729, Years of Operation: 1.8312, Regulatory Compliance: 0.6637, Incident History: 0.3229, Geographic Location: 0.2306, Pollutants Handled: 0.2220"
13621,Environment Liability,Random Forest,1000,100.0,"Coverage Limit: 66510.0096, Incident History: 38348.5251, Years of Operation: 22824.3766, Industry Type: 15363.6889, Pollution Risk: 11684.6872, Company Size: 8520.8614, Regulatory Compliance: 4596.6159"
13622,Environment Liability,Random Forest,100,71.42857142857143,"Coverage Limit: 63722.6418, Incident History: 29656.0614, Years of Operation: 16644.4374, Company Size: 8220.4532, Regulatory Compliance: 4651.5960, Geographic Location: 3564.1236, Pollutants Handled: 2975.3915"
13623,Environment Liability,Random Forest,1000,100.0,"Coverage Limit: 75295.9918, Incident History: 42877.0917, Years of Operation: 22572.4326, Pollution Risk: 13024.4090, Regulatory Compliance: 8117.0395, Company Size: 7919.6936, Industry Type: 6064.0825"
13624,Environment Liability,CatBoost,100,100.0,"Coverage Limit: 53368.2633, Incident History: 22775.6477, Years of Operation: 18911.7351, Company Size: 10425.6236, Industry Type: 7562.5397, Pollution Risk: 5960.9757, Regulatory Compliance: 5057.1235"
13625,Environment Liability,Gradient Boosting,100,100.0,"Coverage Limit: 56522.4289, Incident History: 38715.9921, Industry Type: 19383.3462, Years of Operation: 16661.8890, Regulatory Compliance: 9889.7305, Pollution Risk: 7791.4804, Company Size: 5861.3358"
13626,Environment Liability,Ridge,1000,85.71428571428571,"Coverage Limit: 66835.5878, Incident History: 42454.0314, Years of Operation: 20209.1928, Pollution Risk: 12825.2553, Company Size: 12475.2050, Regulatory Compliance: 5645.9545, Geographic Location: 4328.2110"
13627,Environment Liability,HistGradientBoosting,1000,100.0,"Coverage Limit: 67491.5025, Incident History: 41349.0795, Years of Operation: 24188.3987, Industry Type: 21016.8628, Pollution Risk: 12262.0110, Company Size: 12088.0524, Regulatory Compliance: 9452.4606"
13628,Environment Liability,HistGradientBoosting,1000,100.0,"Coverage Limit: 72863.6679, Incident History: 37678.5606, Years of Operation: 20817.7810, Industry Type: 18460.5164, Pollution Risk: 12674.8422, Regulatory Compliance: 12283.5707, Company Size: 9037.8085"
13629,Environment Liability,Gradient Boosting,1000,100.0,"Coverage Limit: 66403.8595, Incident History: 41849.4241, Industry Type: 25112.0214, Years of Operation: 18978.5389, Pollution Risk: 13327.9783, Company Size: 11157.4577, Regulatory Compliance: 10874.3048"
13630,Environment Liability,HistGradientBoosting,2000,100.0,"Coverage Limit: 66409.8933, Incident History: 40127.3069, Years of Operation: 24208.1852, Industry Type: 20196.4416, Pollution Risk: 12496.9566, Regulatory Compliance: 11735.0008, Company Size: 11622.9056"
13631,Environment Liability,XGBoost,2000,100.0,"Coverage Limit: 73297.1328, Incident History: 39136.7617, Industry Type: 20771.0820, Years of Operation: 19874.7305, Pollution Risk: 15933.4453, Company Size: 10616.1592, Regulatory Compliance: 9539.7197"
13632,Environment Liability,ElasticNet,1000,100.0,"Coverage Limit: 67253.6163, Incident History: 47049.2150, Years of Operation: 18819.0001, Company Size: 16581.5532, Pollution Risk: 14716.5521, Regulatory Compliance: 12442.4199, Industry Type: 3655.9277"
13633,Environment Liability,XGBoost,2000,100.0,"Coverage Limit: 70538.7656, Incident History: 39466.2930, Industry Type: 22424.7559, Years of Operation: 20391.8203, Pollution Risk: 14148.6074, Company Size: 11395.9600, Regulatory Compliance: 11254.1865"
13634,Environment Liability,HistGradientBoosting,2000,100.0,"Coverage Limit: 75940.4448, Incident History: 40361.8080, Industry Type: 25552.1188, Years of Operation: 22291.9607, Pollution Risk: 13620.6389, Company Size: 10702.6410, Regulatory Compliance: 9766.5371"
13635,Environment Liability,MLPRegressor,1000,71.42857142857143,"Coverage Limit: 82925.7774, Company Size: 231.0426, Regulatory Compliance: 2.0767, Years of Operation: 0.4427, Pollutants Handled: 0.1590, Geographic Location: 0.1427, Industry Type: 0.1388"
13636,Environment Liability,Ridge,2000,100.0,"Coverage Limit: 63420.7245, Incident History: 41652.2417, Years of Operation: 21893.1880, Pollution Risk: 15162.1986, Company Size: 13783.0000, Regulatory Compliance: 10935.7774, Industry Type: 8786.0971"
13637,Environment Liability,Random Forest,100,100.0,"Coverage Limit: 71050.8105, Incident History: 41066.5853, Years of Operation: 20347.1985, Regulatory Compliance: 5489.5590, Pollution Risk: 4690.9897, Company Size: 4391.6799, Industry Type: 3219.4317"
13638,Environment Liability,Random Forest,500,100.0,"Coverage Limit: 74774.5945, Incident History: 38988.8511, Years of Operation: 16854.5857, Industry Type: 12729.7615, Pollution Risk: 8033.2003, Company Size: 7409.3732, Regulatory Compliance: 5438.6610"
13639,Environment Liability,MLPRegressor,1000,71.42857142857143,"Coverage Limit: 174922.4612, Company Size: 266.0969, Regulatory Compliance: 2.2566, Years of Operation: 0.7032, Pollutants Handled: 0.1315, Industry Type: 0.1254, Geographic Location: 0.0884"
13640,Environment Liability,Random Forest,2000,100.0,"Coverage Limit: 75336.9936, Incident History: 44761.1998, Industry Type: 23025.8295, Years of Operation: 18900.7509, Pollution Risk: 12411.1274, Company Size: 9008.1088, Regulatory Compliance: 6625.7000"
13641,Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 72685.0748, Incident History: 42476.8897, Years of Operation: 16167.5358, Pollution Risk: 8839.9727, Industry Type: 8271.5734, Company Size: 6946.9125, Regulatory Compliance: 6239.6558"
13642,Environment Liability,CatBoost,100,85.71428571428571,"Coverage Limit: 67310.3225, Incident History: 23735.4923, Company Size: 11524.9554, Industry Type: 10094.2268, Regulatory Compliance: 8321.8048, Climate Change Risk: 7267.2343, Years of Operation: 6542.9569"
13643,Environment Liability,Gradient Boosting,100,100.0,"Coverage Limit: 69751.4516, Incident History: 22245.5375, Company Size: 18756.4749, Years of Operation: 18080.2393, Pollution Risk: 16853.5514, Industry Type: 9803.0854, Regulatory Compliance: 9588.0766"
13644,Environment Liability,CatBoost,1000,100.0,"Coverage Limit: 65441.3850, Incident History: 39553.1896, Industry Type: 28956.1807, Years of Operation: 21879.0155, Pollution Risk: 15523.5547, Company Size: 10851.2451, Regulatory Compliance: 10645.9263"
13645,Environment Liability,XGBoost,500,100.0,"Coverage Limit: 65375.3906, Incident History: 40855.3086, Industry Type: 18509.6016, Years of Operation: 15347.3779, Company Size: 12640.0850, Pollution Risk: 9934.4717, Regulatory Compliance: 8062.1226"
13646,Environment Liability,ElasticNet,1000,100.0,"Coverage Limit: 74292.2461, Incident History: 44143.1505, Industry Type: 18917.7557, Years of Operation: 18047.2778, Company Size: 13191.8959, Pollution Risk: 12646.3226, Regulatory Compliance: 10561.8293"
13647,Environment Liability,Gradient Boosting,100,100.0,"Coverage Limit: 50815.4267, Industry Type: 25986.5827, Incident History: 23070.7071, Years of Operation: 22307.6210, Regulatory Compliance: 10736.9130, Pollution Risk: 8567.2926, Company Size: 7452.7707"
13648,Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 73974.2155, Incident History: 41470.1418, Years of Operation: 17387.0816, Industry Type: 13972.4270, Pollution Risk: 9672.9856, Company Size: 7719.2939, Regulatory Compliance: 5668.6869"
13649,Environment Liability,Ridge,2000,100.0,"Coverage Limit: 65330.1089, Incident History: 44385.2305, Years of Operation: 21296.7183, Pollution Risk: 14726.6770, Company Size: 13360.3598, Regulatory Compliance: 9397.3335, Industry Type: 6825.2210"
13650,Environment Liability,MLPRegressor,100,100.0,"Coverage Limit: 5664.3591, Company Size: 387.0016, Regulatory Compliance: 3.5951, Years of Operation: 1.8325, Industry Type: 0.2392, Incident History: 0.1652, Pollution Risk: 0.1359"
13651,Environment Liability,ExtraTrees,100,85.71428571428571,"Coverage Limit: 60453.3710, Incident History: 30913.8106, Industry Type: 11753.0103, Years of Operation: 7889.9648, Company Size: 4841.8829, Geographic Location: 3725.1020, Pollution Risk: 3489.8482"
13652,Environment Liability,ElasticNet,100,85.71428571428571,"Coverage Limit: 82509.4888, Incident History: 18939.2478, Years of Operation: 17852.6176, Pollution Risk: 11618.2907, Company Size: 9118.2342, Climate Change Risk: 4658.6910, Regulatory Compliance: 3552.4637"
