Age,Gender,Driving Experience (Years),Annual Mileage,Vehicle Type,Vehicle Age (Years),Number of Past Accidents,Location (Risk Area),Credit Score,Coverage Type,Deductible Amount,Gender Factor,Vehicle Type Factor,Coverage Type Factor,Combined Risk Factor,Expected Premium
51,Female,21,8813,Sedan,0,1,Rural,759,Basic,500,1.2,1.6,1.0,1.0,960.0
74,Male,11,9027,Sedan,6,0,Suburban,714,Standard,250,1.5,1.6,1.1,1.0,1320.0
30,Male,8,19580,Convertible,14,0,Rural,645,Premium,500,1.5,1.4,1.3,1.0,1365.0
26,Female,53,9308,SUV,1,0,Urban,772,Premium,500,1.2,1.1,1.3,1.2,1029.6
77,Female,55,27263,Sedan,5,2,Suburban,743,Premium,500,1.2,1.6,1.3,1.2,1497.6
40,Female,30,10238,Convertible,19,1,Urban,501,Basic,100,1.2,1.4,1.0,1.0,840.0
79,Female,41,14452,Truck,6,0,Rural,735,Premium,250,1.2,1.3,1.3,1.2,1216.8
65,Female,45,7947,Convertible,11,0,Suburban,350,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
66,Male,53,10433,Truck,1,0,Rural,508,Basic,250,1.5,1.3,1.0,1.0,975.0
27,Male,27,26345,Convertible,15,0,Rural,428,Premium,250,1.5,1.4,1.3,1.0,1365.0
58,Male,9,10740,Truck,1,0,Urban,847,Standard,250,1.5,1.3,1.1,1.0,1072.5
46,Female,48,23564,SUV,16,0,Rural,485,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
77,Female,13,17579,Convertible,14,0,Suburban,409,Standard,1000,1.2,1.4,1.1,1.0,924.0000000000001
43,Male,29,13669,Truck,7,1,Rural,368,Premium,250,1.5,1.3,1.3,1.0,1267.5
48,Female,42,13282,Convertible,18,0,Urban,674,Premium,500,1.2,1.4,1.3,1.0,1092.0
74,Female,55,15816,SUV,0,1,Suburban,732,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
56,Male,25,7179,Convertible,18,1,Rural,447,Basic,100,1.5,1.4,1.0,1.0,1050.0
72,Female,28,26515,Sedan,12,1,Rural,554,Basic,500,1.2,1.6,1.0,1.0,960.0
21,Male,61,19086,Sedan,19,1,Suburban,708,Standard,1000,1.5,1.6,1.1,1.0,1320.0
28,Male,40,11458,Convertible,5,0,Urban,333,Standard,500,1.5,1.4,1.1,1.0,1155.0
27,Female,24,14967,Sedan,14,0,Suburban,588,Premium,250,1.2,1.6,1.3,1.0,1248.0
79,Female,57,15902,Convertible,10,1,Urban,782,Standard,1000,1.2,1.4,1.1,1.0,924.0000000000001
69,Female,16,7634,Truck,14,1,Urban,729,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
74,Female,41,11202,Convertible,13,0,Suburban,397,Basic,250,1.2,1.4,1.0,1.0,840.0
47,Female,19,9427,Sedan,11,1,Rural,462,Basic,1000,1.2,1.6,1.0,1.0,960.0
65,Male,1,22534,Convertible,9,2,Suburban,349,Basic,1000,1.5,1.4,1.0,1.0,1050.0
22,Female,9,28184,SUV,8,0,Urban,509,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
52,Female,35,5266,Convertible,13,1,Suburban,609,Premium,1000,1.2,1.4,1.3,1.0,1092.0
79,Female,46,28958,Convertible,3,1,Rural,760,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
64,Female,29,10069,Truck,17,0,Rural,673,Premium,250,1.2,1.3,1.3,1.0,1014.0
57,Female,32,9773,SUV,5,0,Suburban,778,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
57,Female,30,18712,Sedan,10,4,Urban,798,Basic,100,1.2,1.6,1.0,1.5,1440.0
52,Female,50,20113,Sedan,6,0,Urban,435,Basic,500,1.2,1.6,1.0,1.0,960.0
66,Male,23,12673,Convertible,3,1,Suburban,476,Premium,250,1.5,1.4,1.3,1.0,1365.0
26,Female,51,5119,Convertible,6,1,Rural,808,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
41,Female,12,26810,Convertible,11,0,Rural,325,Basic,1000,1.2,1.4,1.0,1.0,840.0
61,Female,46,6825,SUV,12,1,Rural,430,Premium,100,1.2,1.1,1.3,1.0,858.0
44,Male,21,29324,Convertible,6,1,Rural,463,Standard,500,1.5,1.4,1.1,1.0,1155.0
63,Male,44,26828,SUV,12,0,Rural,748,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
77,Female,43,10630,Truck,6,0,Urban,511,Basic,250,1.2,1.3,1.0,1.0,780.0
20,Male,54,25072,Convertible,11,0,Suburban,364,Standard,500,1.5,1.4,1.1,1.0,1155.0
57,Male,45,20997,SUV,1,0,Suburban,460,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
48,Male,12,5625,Convertible,15,0,Suburban,349,Basic,1000,1.5,1.4,1.0,1.0,1050.0
19,Male,37,29629,Truck,15,0,Suburban,446,Basic,250,1.5,1.3,1.0,1.0,975.0
39,Male,25,26123,SUV,14,1,Suburban,750,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
28,Male,56,23923,Truck,3,0,Urban,459,Basic,500,1.5,1.3,1.0,1.0,975.0
61,Male,62,15211,Sedan,4,1,Rural,702,Premium,250,1.5,1.6,1.3,1.2,1872.0
25,Female,41,9286,SUV,17,1,Urban,636,Premium,100,1.2,1.1,1.3,1.0,858.0
58,Female,50,12637,Truck,12,0,Rural,800,Basic,1000,1.2,1.3,1.0,0.8,624.0
51,Female,3,21321,Sedan,2,1,Rural,585,Basic,500,1.2,1.6,1.0,1.0,960.0
19,Male,7,5310,Convertible,0,2,Suburban,704,Premium,250,1.5,1.4,1.3,1.2,1638.0
59,Female,23,15742,Sedan,15,1,Rural,434,Standard,1000,1.2,1.6,1.1,1.0,1056.0
28,Female,48,20918,SUV,14,0,Rural,733,Basic,100,1.2,1.1,1.0,1.0,660.0
52,Male,54,21752,SUV,11,0,Rural,555,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
44,Female,44,9953,SUV,13,0,Rural,725,Premium,100,1.2,1.1,1.3,1.2,1029.6
28,Male,40,20824,SUV,3,0,Urban,685,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
43,Male,55,26877,Sedan,0,1,Rural,769,Premium,250,1.5,1.6,1.3,1.2,1872.0
42,Male,28,11496,Truck,15,1,Urban,310,Standard,250,1.5,1.3,1.1,1.0,1072.5
40,Male,2,25593,Convertible,0,2,Rural,750,Basic,100,1.5,1.4,1.0,1.0,1050.0
64,Female,57,18310,Sedan,19,0,Suburban,671,Basic,250,1.2,1.6,1.0,1.0,960.0
80,Male,59,18963,Convertible,20,1,Urban,343,Premium,500,1.5,1.4,1.3,1.0,1365.0
29,Male,0,7023,SUV,0,0,Rural,643,Premium,250,1.5,1.1,1.3,1.0,1072.5000000000002
43,Female,6,14218,SUV,17,0,Suburban,773,Basic,1000,1.2,1.1,1.0,1.0,660.0
46,Female,2,17090,Sedan,16,0,Suburban,816,Standard,1000,1.2,1.6,1.1,1.0,1056.0
51,Female,0,8480,Truck,20,0,Urban,842,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
30,Male,60,9169,Sedan,19,0,Suburban,516,Standard,1000,1.5,1.6,1.1,1.0,1320.0
79,Male,55,6131,SUV,15,0,Urban,605,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
54,Male,35,21845,SUV,19,1,Urban,598,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
71,Male,60,21475,SUV,7,1,Urban,783,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
67,Female,1,12352,Truck,13,0,Urban,476,Basic,250,1.2,1.3,1.0,1.0,780.0
65,Female,28,14404,Sedan,18,0,Rural,454,Basic,500,1.2,1.6,1.0,1.0,960.0
80,Female,23,11353,Sedan,20,0,Suburban,535,Basic,500,1.2,1.6,1.0,1.0,960.0
72,Male,43,29020,SUV,13,0,Rural,559,Premium,500,1.5,1.1,1.3,1.0,1072.5000000000002
74,Female,28,20831,Convertible,13,0,Urban,471,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
51,Female,38,25434,Sedan,9,0,Suburban,820,Basic,100,1.2,1.6,1.0,1.0,960.0
38,Male,26,14205,Truck,9,0,Urban,823,Standard,250,1.5,1.3,1.1,1.0,1072.5
41,Female,4,7927,Truck,9,0,Urban,724,Basic,500,1.2,1.3,1.0,1.0,780.0
52,Female,43,16409,Sedan,16,0,Rural,484,Premium,500,1.2,1.6,1.3,1.0,1248.0
24,Male,20,10704,Truck,13,1,Suburban,708,Basic,100,1.5,1.3,1.0,1.0,975.0
77,Male,42,25642,Convertible,19,0,Rural,461,Premium,100,1.5,1.4,1.3,1.0,1365.0
47,Male,11,29250,Convertible,17,2,Urban,764,Standard,500,1.5,1.4,1.1,1.5,1732.5
56,Female,29,14006,Sedan,11,1,Rural,672,Standard,1000,1.2,1.6,1.1,1.0,1056.0
43,Male,24,14884,Sedan,19,0,Urban,784,Premium,250,1.5,1.6,1.3,1.2,1872.0
33,Female,11,25447,SUV,13,0,Rural,765,Basic,100,1.2,1.1,1.0,1.0,660.0
28,Male,9,17088,SUV,5,0,Urban,438,Premium,250,1.5,1.1,1.3,1.0,1072.5000000000002
25,Female,32,25431,Sedan,13,1,Urban,792,Premium,500,1.2,1.6,1.3,1.2,1497.6
70,Male,53,28966,Convertible,3,1,Rural,775,Basic,1000,1.5,1.4,1.0,1.0,1050.0
21,Female,47,11468,Truck,5,0,Rural,394,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
60,Male,9,27647,Convertible,18,3,Suburban,584,Standard,100,1.5,1.4,1.1,1.0,1155.0
22,Male,27,28967,Sedan,1,0,Urban,770,Standard,250,1.5,1.6,1.1,1.0,1320.0
73,Male,9,16505,Truck,3,0,Suburban,391,Premium,1000,1.5,1.3,1.3,0.8,1014.0
50,Male,41,11214,Sedan,2,0,Rural,556,Premium,500,1.5,1.6,1.3,1.0,1560.0
47,Female,5,16170,Sedan,14,1,Urban,817,Premium,500,1.2,1.6,1.3,1.2,1497.6
54,Female,36,15880,Convertible,19,1,Rural,384,Premium,1000,1.2,1.4,1.3,1.0,1092.0
72,Female,59,25051,Truck,10,0,Urban,758,Premium,250,1.2,1.3,1.3,1.2,1216.8
68,Male,44,9049,Sedan,14,0,Suburban,619,Basic,250,1.5,1.6,1.0,1.0,1200.0
76,Female,23,5145,Sedan,4,0,Rural,636,Premium,100,1.2,1.6,1.3,1.0,1248.0
22,Female,24,12928,Sedan,14,0,Rural,526,Basic,500,1.2,1.6,1.0,1.0,960.0
59,Male,49,27178,Convertible,5,0,Urban,719,Premium,100,1.5,1.4,1.3,1.2,1638.0
59,Male,9,19736,Truck,3,1,Suburban,366,Premium,100,1.5,1.3,1.3,1.0,1267.5
29,Male,4,20670,Convertible,2,0,Rural,750,Premium,100,1.5,1.4,1.3,1.2,1638.0
30,Male,33,15902,Truck,7,0,Urban,443,Premium,250,1.5,1.3,1.3,1.0,1267.5
24,Female,53,27202,SUV,6,1,Rural,826,Premium,100,1.2,1.1,1.3,1.2,1029.6
43,Male,36,15715,Sedan,13,0,Suburban,750,Premium,100,1.5,1.6,1.3,1.2,1872.0
33,Female,57,14725,Convertible,12,0,Urban,365,Basic,100,1.2,1.4,1.0,1.0,840.0
50,Female,58,18011,Convertible,20,1,Rural,609,Basic,100,1.2,1.4,1.0,1.0,840.0
64,Male,24,19905,Truck,10,0,Suburban,548,Basic,250,1.5,1.3,1.0,1.0,975.0
40,Male,36,5963,Sedan,9,0,Urban,323,Standard,100,1.5,1.6,1.1,1.0,1320.0
73,Male,27,7884,SUV,19,2,Suburban,583,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
18,Male,5,14759,Sedan,13,0,Suburban,612,Standard,250,1.5,1.6,1.1,1.0,1320.0
71,Female,24,27090,SUV,6,1,Suburban,368,Premium,500,1.2,1.1,1.3,1.0,858.0
61,Female,54,12385,Convertible,15,0,Rural,687,Premium,500,1.2,1.4,1.3,1.0,1092.0
27,Male,59,22912,Sedan,3,1,Rural,341,Basic,100,1.5,1.6,1.0,1.0,1200.0
36,Male,14,22879,Sedan,6,1,Urban,567,Basic,100,1.5,1.6,1.0,1.0,1200.0
55,Female,59,20349,Convertible,1,1,Suburban,316,Basic,250,1.2,1.4,1.0,1.0,840.0
63,Male,33,20059,Truck,13,0,Urban,775,Basic,100,1.5,1.3,1.0,1.0,975.0
21,Male,0,10913,Sedan,0,0,Suburban,679,Standard,1000,1.5,1.6,1.1,1.0,1320.0
44,Male,39,11199,Convertible,13,0,Urban,435,Standard,1000,1.5,1.4,1.1,1.0,1155.0
54,Female,23,5752,Convertible,0,0,Rural,460,Premium,500,1.2,1.4,1.3,1.0,1092.0
26,Male,41,15838,Convertible,10,0,Urban,361,Basic,250,1.5,1.4,1.0,1.0,1050.0
36,Male,59,18155,Convertible,18,0,Rural,347,Premium,500,1.5,1.4,1.3,1.0,1365.0
48,Female,34,26102,Convertible,14,1,Rural,616,Premium,100,1.2,1.4,1.3,1.0,1092.0
34,Male,44,11761,Convertible,14,1,Suburban,340,Premium,1000,1.5,1.4,1.3,1.0,1365.0
62,Male,2,8355,SUV,11,1,Urban,533,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
58,Female,50,26794,Truck,19,0,Urban,458,Premium,100,1.2,1.3,1.3,1.0,1014.0
57,Male,60,29716,Convertible,3,1,Rural,503,Basic,1000,1.5,1.4,1.0,1.0,1050.0
63,Female,41,16303,Sedan,11,0,Rural,533,Standard,1000,1.2,1.6,1.1,1.0,1056.0
70,Female,62,9156,Convertible,6,0,Urban,606,Basic,500,1.2,1.4,1.0,1.0,840.0
71,Female,6,17134,SUV,10,0,Rural,455,Basic,1000,1.2,1.1,1.0,1.0,660.0
48,Male,62,20066,SUV,12,1,Suburban,594,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
57,Male,24,25451,Truck,10,0,Suburban,336,Premium,500,1.5,1.3,1.3,1.0,1267.5
28,Male,49,22598,Truck,0,0,Suburban,332,Premium,100,1.5,1.3,1.3,1.0,1267.5
61,Male,49,5205,Convertible,6,1,Rural,471,Basic,100,1.5,1.4,1.0,1.0,1050.0
68,Male,15,27453,Convertible,9,0,Urban,445,Standard,500,1.5,1.4,1.1,1.0,1155.0
38,Female,45,10119,SUV,5,0,Suburban,686,Basic,250,1.2,1.1,1.0,1.0,660.0
52,Male,51,19588,SUV,19,0,Urban,513,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
59,Male,3,29421,Truck,16,0,Urban,400,Premium,1000,1.5,1.3,1.3,0.8,1014.0
20,Female,5,8140,SUV,6,1,Suburban,577,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
49,Female,27,9513,SUV,17,0,Rural,726,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
24,Male,25,13585,Convertible,20,0,Suburban,497,Basic,1000,1.5,1.4,1.0,1.0,1050.0
78,Male,58,17419,Truck,20,0,Suburban,726,Standard,250,1.5,1.3,1.1,1.0,1072.5
25,Female,62,21214,Truck,5,0,Suburban,647,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
50,Female,28,16768,Convertible,12,1,Rural,409,Basic,500,1.2,1.4,1.0,1.0,840.0
56,Male,33,28418,Truck,6,0,Suburban,847,Basic,250,1.5,1.3,1.0,1.0,975.0
55,Female,3,21499,Convertible,18,1,Urban,448,Basic,100,1.2,1.4,1.0,1.0,840.0
62,Female,48,11482,Convertible,10,0,Rural,510,Basic,250,1.2,1.4,1.0,1.0,840.0
22,Male,58,29604,Sedan,10,0,Urban,566,Standard,100,1.5,1.6,1.1,1.0,1320.0
71,Female,5,17094,Truck,11,1,Rural,600,Premium,500,1.2,1.3,1.3,1.0,1014.0
78,Male,54,10319,SUV,4,0,Rural,575,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
67,Female,50,22718,Sedan,18,2,Rural,419,Basic,1000,1.2,1.6,1.0,1.0,960.0
41,Male,46,12930,SUV,19,0,Urban,540,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
63,Female,38,7962,Truck,10,0,Suburban,312,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
55,Male,40,27718,Sedan,11,1,Rural,637,Premium,100,1.5,1.6,1.3,1.0,1560.0
42,Male,22,27454,Convertible,19,0,Urban,819,Basic,1000,1.5,1.4,1.0,1.0,1050.0
76,Female,8,14096,Truck,11,0,Rural,495,Premium,100,1.2,1.3,1.3,1.0,1014.0
48,Female,26,22077,Sedan,17,0,Urban,597,Standard,100,1.2,1.6,1.1,1.0,1056.0
70,Female,23,12987,Truck,9,0,Rural,597,Basic,250,1.2,1.3,1.0,1.0,780.0
55,Male,47,26573,Convertible,5,0,Rural,690,Premium,100,1.5,1.4,1.3,1.0,1365.0
20,Female,48,26930,Convertible,3,0,Suburban,530,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
80,Female,22,27197,Sedan,11,1,Urban,599,Standard,1000,1.2,1.6,1.1,1.0,1056.0
46,Female,58,21580,Convertible,1,0,Suburban,682,Premium,250,1.2,1.4,1.3,1.0,1092.0
80,Male,45,17853,SUV,19,2,Urban,468,Standard,100,1.5,1.1,1.1,1.5,1361.2500000000005
28,Female,7,24072,Sedan,15,1,Suburban,569,Basic,1000,1.2,1.6,1.0,1.0,960.0
25,Female,10,13062,Truck,6,0,Suburban,342,Premium,500,1.2,1.3,1.3,1.0,1014.0
24,Male,38,25081,Sedan,3,0,Rural,620,Basic,1000,1.5,1.6,1.0,1.0,1200.0
42,Male,14,29715,Sedan,13,1,Urban,381,Basic,100,1.5,1.6,1.0,1.0,1200.0
22,Female,4,15073,SUV,10,1,Suburban,813,Premium,100,1.2,1.1,1.3,1.2,1029.6
24,Female,33,6426,Convertible,10,0,Urban,534,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
28,Male,50,7997,Truck,12,0,Suburban,673,Basic,1000,1.5,1.3,1.0,0.8,780.0
20,Male,17,6636,Sedan,11,1,Suburban,845,Basic,500,1.5,1.6,1.0,1.0,1200.0
43,Female,35,19366,Convertible,18,0,Rural,849,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
68,Male,33,22084,Truck,9,0,Rural,811,Premium,250,1.5,1.3,1.3,1.2,1521.0
46,Female,19,6440,Truck,8,0,Suburban,756,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
50,Male,41,22074,Convertible,9,0,Rural,824,Premium,1000,1.5,1.4,1.3,1.2,1638.0
33,Female,34,24627,Convertible,17,2,Urban,546,Premium,1000,1.2,1.4,1.3,1.5,1638.0
79,Male,28,13833,Truck,0,1,Suburban,816,Standard,100,1.5,1.3,1.1,1.0,1072.5
32,Female,53,16992,Truck,5,0,Rural,512,Premium,250,1.2,1.3,1.3,1.0,1014.0
19,Male,28,28516,Truck,15,0,Urban,304,Basic,250,1.5,1.3,1.0,1.0,975.0
30,Male,59,26045,Sedan,16,0,Suburban,788,Premium,500,1.5,1.6,1.3,1.2,1872.0
37,Male,52,19058,Sedan,18,3,Rural,764,Standard,250,1.5,1.6,1.1,1.0,1320.0
43,Male,56,5681,Truck,20,1,Rural,415,Premium,100,1.5,1.3,1.3,1.0,1267.5
31,Male,7,14906,Sedan,7,0,Urban,730,Premium,1000,1.5,1.6,1.3,1.2,1872.0
21,Male,13,13249,Truck,11,0,Suburban,332,Premium,500,1.5,1.3,1.3,1.0,1267.5
61,Female,11,20834,Convertible,10,1,Urban,819,Premium,500,1.2,1.4,1.3,1.2,1310.3999999999999
32,Female,13,11249,SUV,19,0,Urban,533,Premium,250,1.2,1.1,1.3,1.0,858.0
40,Female,17,22345,Convertible,10,0,Rural,565,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
60,Male,7,27685,Convertible,6,0,Urban,619,Standard,500,1.5,1.4,1.1,1.0,1155.0
69,Male,18,11883,Convertible,11,1,Suburban,501,Standard,100,1.5,1.4,1.1,1.0,1155.0
49,Female,61,8359,Sedan,12,0,Rural,790,Premium,250,1.2,1.6,1.3,1.2,1497.6
36,Male,8,16888,Truck,16,0,Suburban,404,Premium,250,1.5,1.3,1.3,1.0,1267.5
66,Male,42,12167,SUV,3,0,Rural,542,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
23,Male,12,12621,Truck,12,0,Urban,720,Standard,250,1.5,1.3,1.1,1.0,1072.5
29,Male,51,5093,Convertible,20,1,Urban,638,Premium,100,1.5,1.4,1.3,1.0,1365.0
71,Female,30,13879,SUV,12,1,Rural,751,Basic,1000,1.2,1.1,1.0,1.0,660.0
21,Female,29,12579,SUV,12,0,Rural,364,Premium,250,1.2,1.1,1.3,1.0,858.0
76,Male,51,25420,Truck,16,0,Suburban,320,Standard,500,1.5,1.3,1.1,1.0,1072.5
69,Male,57,8141,Convertible,10,1,Suburban,589,Premium,250,1.5,1.4,1.3,1.0,1365.0
57,Female,8,9226,Convertible,3,0,Rural,709,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
30,Female,21,26175,SUV,18,1,Suburban,678,Basic,500,1.2,1.1,1.0,1.0,660.0
25,Male,35,5198,Convertible,1,2,Rural,788,Basic,500,1.5,1.4,1.0,1.0,1050.0
74,Male,45,19209,Convertible,18,1,Rural,530,Standard,500,1.5,1.4,1.1,1.0,1155.0
20,Male,42,16103,Sedan,1,1,Suburban,324,Premium,100,1.5,1.6,1.3,1.0,1560.0
59,Male,42,14890,SUV,17,1,Suburban,560,Premium,1000,1.5,1.1,1.3,1.0,1072.5000000000002
75,Female,53,10464,Convertible,7,1,Rural,839,Basic,500,1.2,1.4,1.0,1.0,840.0
77,Male,2,26766,Sedan,9,2,Urban,376,Basic,1000,1.5,1.6,1.0,1.5,1800.0
63,Male,24,20661,Convertible,17,0,Rural,314,Premium,250,1.5,1.4,1.3,1.0,1365.0
59,Female,33,15772,Truck,14,0,Suburban,529,Basic,100,1.2,1.3,1.0,1.0,780.0
33,Male,16,17268,Truck,8,1,Urban,442,Premium,500,1.5,1.3,1.3,1.0,1267.5
43,Female,5,9462,Truck,12,0,Suburban,502,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
74,Female,48,24805,Convertible,18,0,Suburban,573,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
74,Male,58,25928,SUV,20,0,Suburban,325,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
45,Female,24,19007,SUV,8,0,Suburban,572,Premium,250,1.2,1.1,1.3,1.0,858.0
42,Male,36,18727,Truck,14,0,Rural,732,Premium,500,1.5,1.3,1.3,1.2,1521.0
79,Female,16,5247,SUV,2,0,Suburban,492,Premium,100,1.2,1.1,1.3,1.0,858.0
24,Female,40,20040,Truck,6,0,Urban,423,Premium,250,1.2,1.3,1.3,1.0,1014.0
59,Male,19,16516,Truck,2,1,Rural,569,Basic,1000,1.5,1.3,1.0,0.8,780.0
64,Male,50,14921,SUV,8,0,Urban,837,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
59,Male,4,15108,Convertible,16,0,Urban,465,Basic,500,1.5,1.4,1.0,1.0,1050.0
21,Female,47,27304,Convertible,13,2,Rural,413,Basic,500,1.2,1.4,1.0,1.0,840.0
22,Male,21,10769,Truck,19,0,Rural,594,Basic,500,1.5,1.3,1.0,1.0,975.0
71,Female,26,22496,Truck,20,0,Rural,387,Basic,1000,1.2,1.3,1.0,0.8,624.0
34,Male,54,8982,Truck,8,1,Urban,810,Basic,500,1.5,1.3,1.0,1.0,975.0
38,Male,40,28978,Sedan,14,0,Rural,403,Premium,100,1.5,1.6,1.3,1.0,1560.0
60,Male,49,8218,Truck,4,1,Suburban,332,Premium,1000,1.5,1.3,1.3,0.8,1014.0
64,Female,36,5034,Sedan,8,1,Urban,371,Premium,100,1.2,1.6,1.3,1.0,1248.0
60,Female,50,12755,Sedan,3,1,Urban,647,Basic,100,1.2,1.6,1.0,1.0,960.0
50,Male,32,26289,SUV,13,0,Suburban,807,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
22,Male,45,19963,Convertible,14,1,Suburban,393,Basic,1000,1.5,1.4,1.0,1.0,1050.0
19,Male,1,8647,Sedan,13,0,Rural,823,Basic,500,1.5,1.6,1.0,1.0,1200.0
37,Female,25,13558,Sedan,10,1,Rural,535,Standard,250,1.2,1.6,1.1,1.0,1056.0
44,Female,29,8569,SUV,3,0,Rural,396,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
35,Male,45,9501,Sedan,0,1,Suburban,491,Standard,250,1.5,1.6,1.1,1.0,1320.0
31,Female,16,29796,SUV,18,0,Rural,562,Premium,100,1.2,1.1,1.3,1.0,858.0
58,Male,38,15557,Truck,20,0,Suburban,584,Basic,100,1.5,1.3,1.0,1.0,975.0
42,Female,6,9971,Sedan,13,0,Suburban,559,Basic,100,1.2,1.6,1.0,1.0,960.0
63,Female,13,29155,Sedan,3,0,Suburban,819,Basic,1000,1.2,1.6,1.0,1.0,960.0
35,Male,26,18064,Sedan,14,1,Rural,743,Premium,250,1.5,1.6,1.3,1.2,1872.0
66,Female,59,28498,Sedan,14,0,Rural,313,Standard,500,1.2,1.6,1.1,1.0,1056.0
25,Male,8,14464,Truck,10,0,Urban,601,Premium,500,1.5,1.3,1.3,1.0,1267.5
75,Female,6,7931,Sedan,12,0,Rural,514,Basic,1000,1.2,1.6,1.0,1.0,960.0
30,Male,15,16802,SUV,20,1,Suburban,707,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
54,Female,46,23519,Sedan,6,0,Suburban,608,Basic,250,1.2,1.6,1.0,1.0,960.0
26,Female,17,28415,Convertible,8,0,Suburban,789,Basic,250,1.2,1.4,1.0,1.0,840.0
36,Male,29,20416,SUV,2,1,Urban,763,Premium,250,1.5,1.1,1.3,1.2,1287.0000000000002
32,Male,28,18049,Truck,7,0,Urban,495,Standard,1000,1.5,1.3,1.1,0.8,858.0
74,Female,41,12094,Sedan,7,1,Rural,338,Standard,500,1.2,1.6,1.1,1.0,1056.0
67,Male,59,10631,Convertible,10,0,Urban,837,Basic,500,1.5,1.4,1.0,1.0,1050.0
23,Female,21,17341,Truck,19,0,Rural,795,Basic,500,1.2,1.3,1.0,1.0,780.0
76,Female,13,20578,Convertible,7,0,Rural,728,Premium,100,1.2,1.4,1.3,1.2,1310.3999999999999
24,Male,43,12547,SUV,0,0,Urban,601,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
41,Male,22,21951,SUV,13,0,Urban,613,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
26,Female,19,13447,SUV,18,0,Urban,388,Premium,100,1.2,1.1,1.3,1.0,858.0
31,Female,42,11669,Convertible,14,1,Rural,629,Standard,1000,1.2,1.4,1.1,1.0,924.0000000000001
38,Male,42,12290,Sedan,19,0,Suburban,481,Standard,250,1.5,1.6,1.1,1.0,1320.0
57,Male,38,16091,SUV,16,3,Suburban,374,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
66,Male,29,9358,Sedan,19,0,Rural,383,Basic,250,1.5,1.6,1.0,1.0,1200.0
29,Female,54,6340,Sedan,12,0,Rural,809,Premium,100,1.2,1.6,1.3,1.2,1497.6
43,Female,31,19995,Convertible,2,0,Urban,393,Basic,500,1.2,1.4,1.0,1.0,840.0
70,Female,15,25188,Truck,8,0,Suburban,773,Premium,250,1.2,1.3,1.3,1.2,1216.8
31,Female,9,12351,Convertible,20,1,Rural,815,Premium,1000,1.2,1.4,1.3,1.2,1310.3999999999999
19,Female,49,8615,Truck,5,0,Suburban,431,Basic,1000,1.2,1.3,1.0,0.8,624.0
23,Male,36,6769,Truck,11,0,Suburban,744,Standard,500,1.5,1.3,1.1,1.0,1072.5
21,Female,46,15226,Convertible,11,0,Rural,829,Basic,250,1.2,1.4,1.0,1.0,840.0
78,Female,35,22893,Sedan,0,0,Rural,453,Standard,100,1.2,1.6,1.1,1.0,1056.0
